,Yobs,Yest,prec,et_obs,et_est,year,month
0,128.864512504328,122.87084329419389,127.23,128.864512504328,122.87084329419389,2015,1
1,98.5080946446858,104.08054980466945,136.22,98.5080946446858,104.08054980466945,2015,2
2,92.1833945969312,91.67242872152508,174.15,92.1833945969312,91.67242872152508,2015,3
3,71.1140590587743,80.48365573809212,63.37,71.1140590587743,80.48365573809212,2015,4
4,55.3416028205186,70.21819851116467,40.72,55.3416028205186,70.21819851116467,2015,5
5,46.425354278914,63.449080014833626,24.6,46.425354278914,63.449080014833626,2015,6
6,49.1571639185903,63.57106061094603,46.59,49.1571639185903,63.57106061094603,2015,7
7,62.5723007541674,66.83906652446107,25.11,62.5723007541674,66.83906652446107,2015,8
8,78.2855463610318,75.22696296766455,133.92,78.2855463610318,75.22696296766455,2015,9
9,97.1977158472826,91.15642143880876,84.51,97.1977158472826,91.15642143880876,2015,10
10,97.7354268049997,96.13925864460091,206.21,97.7354268049997,96.13925864460091,2015,11
11,114.422410520801,103.88494759366671,194.84,114.422410520801,103.88494759366671,2015,12
12,106.78073471514,107.20417894289797,182.76,106.78073471514,107.20417894289797,2016,1
13,108.50928011388,107.38038678229645,174.12,108.50928011388,107.38038678229645,2016,2
14,101.765709553087,101.75919642961372,169.66,101.765709553087,101.75919642961372,2016,3
15,90.9533569485351,82.08228199633038,9.62,90.9533569485351,82.08228199633038,2016,4
16,56.3590522698818,69.29650705890433,65.52,56.3590522698818,69.29650705890433,2016,5
17,32.9207472042303,50.54659366882052,136.79,32.9207472042303,50.54659366882052,2016,6
18,43.993388080531,59.67271406759026,3.78,43.993388080531,59.67271406759026,2016,7
19,56.3524494949759,61.041226478900406,40.12,56.3524494949759,61.041226478900406,2016,8
20,62.3869998319899,63.99568931177531,20.6,62.3869998319899,63.99568931177531,2016,9
21,84.445234718116,75.90773132488708,101.75,84.445234718116,75.90773132488708,2016,10
22,86.4787937087747,78.93711582758218,154.77,86.4787937087747,78.93711582758218,2016,11
23,113.500173241352,101.55998458850831,126.3,113.500173241352,101.55998458850831,2016,12
24,112.618205088479,109.5174187914344,300.4,112.618205088479,109.5174187914344,2017,1
25,104.150270002414,101.61202837948916,89.31,104.150270002414,101.61202837948916,2017,2
26,93.6739934868049,90.2814023482699,192.48,93.6739934868049,90.2814023482699,2017,3
27,70.4511831761447,76.55458817835446,125.5,70.4511831761447,76.55458817835446,2017,4
28,57.8115678636257,66.21774998080947,113.41,57.8115678636257,66.21774998080947,2017,5
29,45.0028008802942,60.92261489183727,74.1,45.0028008802942,60.92261489183727,2017,6
30,37.5750814560871,56.051663290688104,11.9,37.5750814560871,56.051663290688104,2017,7
31,49.040819212229,55.16876616660494,61.93,49.040819212229,55.16876616660494,2017,8
32,76.0010111409658,70.81962369589331,29.89,76.0010111409658,70.81962369589331,2017,9
33,99.0208907474516,92.18018204964349,90.56,99.0208907474516,92.18018204964349,2017,10
34,85.7022431879054,78.76188372953962,152.99,85.7022431879054,78.76188372953962,2017,11
35,109.132532765353,98.04417333566992,123.12,109.132532765353,98.04417333566992,2017,12
36,107.359289646275,109.03815083610033,193.56,107.359289646275,109.03815083610033,2018,1
37,90.1050064211842,89.57168620053547,98.29,90.1050064211842,89.57168620053547,2018,2
38,107.360206058908,106.03561663185938,138.49,107.360206058908,106.03561663185938,2018,3
39,75.5518341532178,82.20829332921721,58.23,75.5518341532178,82.20829332921721,2018,4
40,60.2935627011484,71.46845821528635,21.56,60.2935627011484,71.46845821528635,2018,5
41,53.7858222376327,66.25260128017653,30.64,53.7858222376327,66.25260128017653,2018,6
42,55.1366637171116,66.09534436461135,17.59,55.1366637171116,66.09534436461135,2018,7
43,48.8920137060845,55.22400570203549,46.08,48.8920137060845,55.22400570203549,2018,8
44,68.4524683665306,67.2302239098302,64.55,68.4524683665306,67.2302239098302,2018,9
45,80.403458569366,75.31559624445349,155.13,80.403458569366,75.31559624445349,2018,10
46,88.9378399209616,81.69084290246768,135.35,88.9378399209616,81.69084290246768,2018,11
47,116.250321870844,103.37660183175642,116.55,116.250321870844,103.37660183175642,2018,12
48,135.915126550247,123.47597983149343,196.69,135.915126550247,123.47597983149343,2019,1
49,99.9877032279835,105.37940950200992,243.58,99.9877032279835,105.37940950200992,2019,2
50,97.8910118777445,99.49063300712758,195.54,97.8910118777445,99.49063300712758,2019,3
51,82.6814067687208,78.47706203716554,93.23,82.6814067687208,78.47706203716554,2019,4
52,66.7245551180994,71.62814022912208,88.87,66.7245551180994,71.62814022912208,2019,5
53,48.7407218350291,64.38608004836591,37.21,48.7407218350291,64.38608004836591,2019,6
54,39.6814159826384,57.281483749796294,79.12,39.6814159826384,57.281483749796294,2019,7
55,48.3923608462346,56.4884910908148,31.75,48.3923608462346,56.4884910908148,2019,8
56,71.2507009517633,68.16720106592955,68.08,71.2507009517633,68.16720106592955,2019,9
57,96.1458039988231,85.29765744465261,42.83,96.1458039988231,85.29765744465261,2019,10
58,92.2449601242854,86.32658332992762,168.75,92.2449601242854,86.32658332992762,2019,11
59,109.109460361929,99.74951894063238,125.35,109.109460361929,99.74951894063238,2019,12
60,109.384594692196,110.11790413979642,171.46,109.384594692196,110.11790413979642,2020,1
61,92.1826608672644,97.30641256374773,290.17,92.1826608672644,97.30641256374773,2020,2
62,86.5178509361048,82.04478575971224,104.5,86.5178509361048,82.04478575971224,2020,3
63,65.6119333769163,73.81668594492825,23.49,65.6119333769163,73.81668594492825,2020,4
64,49.0104656226357,65.11360486579933,33.14,49.0104656226357,65.11360486579933,2020,5
65,54.8906611479282,63.736593223486366,98.77,54.8906611479282,63.736593223486366,2020,6
66,50.4247018761111,63.39936813681179,25.71,50.4247018761111,63.39936813681179,2020,7
67,52.8024506193858,58.04200787658891,47.27,52.8024506193858,58.04200787658891,2020,8
68,87.7849347799698,76.97032757146225,23.89,87.7849347799698,76.97032757146225,2020,9
69,95.455495115322,86.31439723548644,78.94,95.455495115322,86.31439723548644,2020,10
70,87.8852096733432,79.29862367918027,86.55,87.8852096733432,79.29862367918027,2020,11
71,113.64583048523,102.33330034132754,221.56,113.64583048523,102.33330034132754,2020,12
72,118.27607396834,115.36352935889786,131.84,118.27607396834,115.36352935889786,2021,1
73,96.614890850939,100.67019855967294,152.41,96.614890850939,100.67019855967294,2021,2
74,105.68732404338,104.90866387161931,120.34,105.68732404338,104.90866387161931,2021,3
75,68.9659693111166,76.78857536752469,35.14,68.9659693111166,76.78857536752469,2021,4
76,57.464666715858,69.75586348261099,36.51,57.464666715858,69.75586348261099,2021,5
77,47.4565406391335,62.918756586947495,19.41,47.4565406391335,62.918756586947495,2021,6
78,38.5136042268654,56.963387177629734,25.1,38.5136042268654,56.963387177629734,2021,7
79,59.0181040574315,64.51356106275668,31.99,59.0181040574315,64.51356106275668,2021,8
80,81.7444698615319,71.70712258579027,22.43,81.7444698615319,71.70712258579027,2021,9
81,76.9963677146482,72.06754856707427,144.96,76.9963677146482,72.06754856707427,2021,10
82,88.0851507734653,77.97625268404032,65.57,88.0851507734653,77.97625268404032,2021,11
83,101.779912835257,92.62649173924373,145.97,101.779912835257,92.62649173924373,2021,12
84,128.659398198232,123.23757152043851,127.23,128.659398198232,123.23757152043851,2015,1
85,98.3874125340939,104.4180293285767,136.22,98.3874125340939,104.4180293285767,2015,2
86,92.1277025194081,92.27169858678242,174.15,92.1277025194081,92.27169858678242,2015,3
87,71.1329300793721,80.35390146521524,63.37,71.1329300793721,80.35390146521524,2015,4
88,55.4059974084754,70.26561712757854,40.72,55.4059974084754,70.26561712757854,2015,5
89,46.5133217843402,63.59684602863224,24.6,46.5133217843402,63.59684602863224,2015,6
90,49.2574550651599,63.763904013349666,46.59,49.2574550651599,63.763904013349666,2015,7
91,62.6664124989843,67.0347637716325,25.11,62.6664124989843,67.0347637716325,2015,8
92,78.3334709783725,76.52892581928765,133.92,78.3334709783725,76.52892581928765,2015,9
93,97.171462386022,93.62185127389202,84.51,97.171462386022,93.62185127389202,2015,10
94,97.6339430331343,97.62942957920808,206.21,97.6339430331343,97.62942957920808,2015,11
95,114.248779392633,103.9074422298098,194.84,114.248779392633,103.9074422298098,2015,12
96,106.61077127152,107.72141140495624,182.76,106.61077127152,107.72141140495624,2016,1
97,108.376345566824,107.67457697590399,174.12,108.376345566824,107.67457697590399,2016,2
98,101.704228374069,102.4777140333568,169.66,101.704228374069,102.4777140333568,2016,3
99,90.977492579311,83.40431188973534,9.62,90.977492579311,83.40431188973534,2016,4
100,56.4246307454515,69.29642061462506,65.52,56.4246307454515,69.29642061462506,2016,5
101,32.98312596371,50.577727775960184,136.79,32.98312596371,50.577727775960184,2016,6
102,44.0831440180253,59.68475838784615,3.78,44.0831440180253,59.68475838784615,2016,7
103,56.4372062848455,61.30572722215634,40.12,56.4372062848455,61.30572722215634,2016,8
104,62.425191723507,64.42355818453687,20.6,62.425191723507,64.42355818453687,2016,9
105,84.422425749006,77.0321370774706,101.75,84.422425749006,77.0321370774706,2016,10
106,86.388998283934,79.97023897776822,154.77,86.388998283934,79.97023897776822,2016,11
107,113.327941568924,101.99592476063741,126.3,113.327941568924,101.99592476063741,2016,12
108,112.438950113299,109.99597426513485,300.4,112.438950113299,109.99597426513485,2017,1
109,104.022675671736,102.54681540285169,89.31,104.022675671736,102.54681540285169,2017,2
110,93.6174008723761,90.99332084731358,192.48,93.6174008723761,90.99332084731358,2017,3
111,70.4698782941911,76.48613807883869,125.5,70.4698782941911,76.48613807883869,2017,4
112,57.8788364626901,66.25979818160269,113.41,57.8788364626901,66.25979818160269,2017,5
113,45.088072908739,60.949657592334816,74.1,45.088072908739,60.949657592334816,2017,6
114,37.6517426729123,56.06029432484824,11.9,37.6517426729123,56.06029432484824,2017,7
115,49.1145789590768,55.3799616272269,61.93,49.1145789590768,55.3799616272269,2017,8
116,76.0475372182016,71.94601779003993,29.89,76.0475372182016,71.94601779003993,2017,9
117,98.9941448399314,94.50911600951187,90.56,98.9941448399314,94.50911600951187,2017,10
118,85.6132540958192,79.82964163414249,152.99,85.6132540958192,79.82964163414249,2017,11
119,108.966928801081,98.67235178727846,123.12,108.966928801081,98.67235178727846,2017,12
120,107.188405313802,109.778301383023,193.56,107.188405313802,109.778301383023,2018,1
121,89.9946189206541,90.53078192847492,98.29,89.9946189206541,90.53078192847492,2018,2
122,107.295344996404,106.62475271221905,138.49,107.295344996404,106.62475271221905,2018,3
