,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
10,0.6021097421646118,0.04304360500128102,0.00852503776550293,0.004276006479155492,tanh,0.678835532939891,"(5, 5)",constant,0.2655466593722262,280,sgd,"{'activation': 'tanh', 'alpha': 0.678835532939891, 'hidden_layer_sizes': (5, 5), 'learning_rate': 'constant', 'learning_rate_init': 0.2655466593722262, 'max_iter': 280, 'solver': 'sgd'}",-1.2872080112954182e+163,-2.9656179067620087e+162,-1.9349789206100718e+168,-1.3704715362747765e+162,-7.829078180259416e+166,-4.7674957405294e+164,-1.1464603095521995e+161,-2.5153335643720944e+165,-2.960146957987092e+162,-1.0821717044020792e+164,-2.0163902856840765e+167,inf,17,-1.2987415083357456e+163,-3.1772259113250265e+162,-2.051355955749278e+168,-1.3279091225710289e+162,-7.842040963277182e+166,-4.554095564316658e+164,-1.2414876243664791e+161,-2.4479601279195325e+165,-2.7759803697663345e+162,-1.0141618361919903e+164,-2.1328015439292692e+167,inf
11,1.6654550790786744,0.4214732667251355,0.011461806297302247,0.008885286762787476,logistic,0.5893055369032842,"(10, 5, 10)",constant,0.10233442882782584,696,sgd,"{'activation': 'logistic', 'alpha': 0.5893055369032842, 'hidden_layer_sizes': (10, 5, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.10233442882782584, 'max_iter': 696, 'solver': 'sgd'}",-0.9620357735130622,-1.8702593453126606,-0.5169852656081109,-1.2864432848545384,-0.09330207600028517,-1.0279395941655167,-3.759757653476388,-0.10178720947022502,-1.228640945007696,-1.1023465362224631,-1.1949497683630947,1.0001386525046172,16,-0.9091024687788514,-1.9868324868397735,-0.50754513030257,-1.3537189150471973,-0.0913010436322772,-0.9859340627792157,-4.166816699694839,-0.09122477758801195,-1.1837320962835558,-0.9542281621029975,-1.223043584304929,1.1210990047894265
12,2.229305791854858,0.7971174344682697,0.006334328651428222,0.0007110657310046281,tanh,0.49305959354474593,"(5, 5)",constant,0.7654851044408709,775,adam,"{'activation': 'tanh', 'alpha': 0.49305959354474593, 'hidden_layer_sizes': (5, 5), 'learning_rate': 'constant', 'learning_rate_init': 0.7654851044408709, 'max_iter': 775, 'solver': 'adam'}",-0.002687699055063497,-0.010443895036803985,-2.0668072495677592e-05,-0.005639535751706948,-2.8143958679116565e-06,-0.03353204137830734,-0.005496951106675585,-0.0530857789328143,-0.006448855949584775,-0.03595124825715046,-0.015330948793647048,0.017619641735506435,13,-0.0004130979397780621,-0.012488630034300119,-0.0010616073204503529,-0.014629479420107616,-2.7300969376753415e-05,-0.03275807322606328,-0.0028777359857687923,-0.046049714945022746,-0.003991473971540982,-0.020735874660842146,-0.013503298847325085,0.014818071705894411
13,1.7065275192260743,0.475679638649368,0.006649470329284668,0.0009015809551798753,tanh,0.5148891120583086,"(5, 5)",invscaling,0.8831254758194231,78,adam,"{'activation': 'tanh', 'alpha': 0.5148891120583086, 'hidden_layer_sizes': (5, 5), 'learning_rate': 'invscaling', 'learning_rate_init': 0.8831254758194231, 'max_iter': 78, 'solver': 'adam'}",-9.628617011259166e-05,-7.13802233618388e-05,-2.0559922029317335e-05,-0.00832447242847234,-0.0014199780106414206,-0.007176082774726922,-0.0004667114217007384,-0.02800157520346569,-0.0007294691760388883,-0.009607418925353217,-0.005591393425590297,0.008290524617545276,12,-0.00047932705218323157,-0.00021664538503873843,-0.0005397590036551048,-0.0018301038354444632,-0.0017023716922961452,-0.006524530966563802,-0.0021150291333429383,-0.023218302081048803,-0.00013378554189080738,-0.0030618075513906273,-0.003982166224285466,0.006661560392468316
14,1.6756653785705566,0.2979492535300617,0.008109235763549804,0.001109557219613667,logistic,0.892135872001881,"(10, 5, 10)",constant,0.5384246942799851,814,adam,"{'activation': 'logistic', 'alpha': 0.892135872001881, 'hidden_layer_sizes': (10, 5, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.5384246942799851, 'max_iter': 814, 'solver': 'adam'}",-0.05228914472637092,-0.0411092379958633,-0.006218870180358271,-0.016579680549468234,-0.000875409274228911,-0.037481892480725865,-0.007954533060535951,-0.0031266918503378704,-0.0029948776933186316,-0.0005524955154470046,-0.016918283332665495,0.018339534062183104,14,-0.06835103583194746,-0.04157079412368314,-0.011902382067338069,-0.00635464041725764,-0.0010994416066678614,-0.03657251438672482,-0.0048028335008125644,-0.0018026793480210301,-0.004567624910278845,-0.0038823509604801743,-0.01809062971532116,0.021703328388286567
15,2.1586339712142943,0.9638976115903265,0.0077782154083251955,0.0009264316404924129,tanh,0.34776585974550656,"(10, 5, 10)",constant,0.7259979853504515,280,adam,"{'activation': 'tanh', 'alpha': 0.34776585974550656, 'hidden_layer_sizes': (10, 5, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.7259979853504515, 'max_iter': 280, 'solver': 'adam'}",-0.015544193194638956,-0.008852221356590029,-0.07573560921685019,-0.02002682135524081,-0.10556223433488965,-0.0022501793234164236,-0.0010429301274528235,-0.0010075255223074286,-0.002398356230364218,-0.0010788176267577665,-0.023349888828850827,0.034874394840102435,15,-0.008739204109539322,-0.008355997966535744,-0.09688117612299707,-0.03471967519934993,-0.10344345001070887,-0.0023408009625753845,-0.00010196474405144151,-0.0019376251504952258,-0.0010782467481869062,-6.0176616799134663e-05,-0.025765831763123904,0.03848349176403421
16,2.349873447418213,0.7491277817090756,0.009928083419799805,0.007971932647791736,tanh,0.6477493997733476,"(5, 5)",adaptive,0.7632330527151219,417,adam,"{'activation': 'tanh', 'alpha': 0.6477493997733476, 'hidden_layer_sizes': (5, 5), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7632330527151219, 'max_iter': 417, 'solver': 'adam'}",-0.0155356337275947,-0.00025407437797131394,-0.000878696031156867,-0.007771284393772948,-0.011044941953817222,-0.0019943985404149434,-0.0007517690353189277,-0.004531898766149123,-0.0017791815633259045,-0.006832135590522981,-0.005137401398004493,0.004853572919842278,10,-0.008732757739154273,-0.000505015929579411,-0.003413199266845579,-0.0015796107029077966,-0.011821759585539882,-0.002085505041924618,-2.5237351983786738e-05,-0.006259434525530461,-0.0006895190770566106,-0.014297261463333877,-0.004940930068385629,0.004844635270184368
17,4.791991281509399,7.341775415507163,0.008136820793151856,0.0038638585114522334,tanh,0.4280911898712949,"(10, 10)",constant,0.6634414978184481,866,lbfgs,"{'activation': 'tanh', 'alpha': 0.4280911898712949, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.6634414978184481, 'max_iter': 866, 'solver': 'lbfgs'}",0.9190404172456779,-3.3792526107356835e-05,-0.0008218804256565626,-0.0026920371008598565,-9.272448719066517e-06,-4.19932632733655e-06,-0.0005118185615571313,-6.774395515840581e-05,-0.00012156762024129186,0.9114353971694295,0.18262135024504805,0.36631303569681545,6,0.9249192962935631,-1.8479549002137219e-09,1.1609064900497401e-06,0.0002676761519060378,2.162361345536823e-07,-2.8022761888735204e-10,-1.1500449481616215e-09,2.016434159501923e-05,2.2030959047292242e-05,0.9194971763513379,0.18447277179618465,0.3688697329920783
18,16.55569224357605,1.7508441040991984,0.009385323524475098,0.002152966455653601,logistic,0.786951474469075,"(10, 5, 10)",adaptive,0.3553103624164283,490,lbfgs,"{'activation': 'logistic', 'alpha': 0.786951474469075, 'hidden_layer_sizes': (10, 5, 10), 'learning_rate': 'adaptive', 'learning_rate_init': 0.3553103624164283, 'max_iter': 490, 'solver': 'lbfgs'}",0.9378488887511371,0.8099386897548745,0.8454694318498989,0.7437442232238382,0.894231896941417,0.9401188135486268,0.8503337235996602,0.9508123815946747,0.7586894265774791,0.8459389807003087,0.8577126456541915,0.069737740544661,2,0.942287271942298,0.8107575802178387,0.8463898362730571,0.735998576653622,0.900012266980636,0.9382493380847353,0.8523916444188784,0.9487015805305229,0.7543574296427824,0.8498492808233981,0.8578994805567769,0.07185169894537566
19,50.11848328113556,4.333337929585558,0.008814024925231933,0.004152103108211319,identity,0.2370269802430277,"(10, 10, 10)",constant,0.3013604954098934,902,sgd,"{'activation': 'identity', 'alpha': 0.2370269802430277, 'hidden_layer_sizes': (10, 10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.3013604954098934, 'max_iter': 902, 'solver': 'sgd'}",,,,,,,,,,,,,20,,,,,,,,,,,,
